"id","name","address","latitude","longitude","kakaoSearchKeyword","selectedKakaoPlaceName","selectedKakaoPlaceId","selectedKakaoPlaceUrl","confidenceScore","kakaoNeedsReview","reason","candidate1PlaceName","candidate1Id","candidate1PlaceUrl","candidate1AddressName","candidate1RoadAddressName","candidate1CategoryName","candidate2PlaceName","candidate2Id","candidate2PlaceUrl","candidate2AddressName","candidate2RoadAddressName","candidate2CategoryName","candidate3PlaceName","candidate3Id","candidate3PlaceUrl","candidate3AddressName","candidate3RoadAddressName","candidate3CategoryName"
"place-015","전쟁기념관","서울 용산구 이태원로 29","37.5365","126.977","전쟁기념관","전쟁기념관","8077761","https://place.map.kakao.com/8077761","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·용산구·이태원로·29·용산 일치 · 기존 좌표에서 63m · 카테고리 기념관 일치 · 기존 장소 ID 일치 · 2위와 21점 차이","전쟁기념관","8077761","https://place.map.kakao.com/8077761","서울 용산구 용산동1가 8","서울 용산구 이태원로 29","문화,예술 > 문화시설 > 기념관","전쟁기념관 기획전시실","12421790","https://place.map.kakao.com/12421790","서울 용산구 용산동1가 8","서울 용산구 이태원로 29","문화,예술 > 문화시설 > 전시관","전쟁기념관 이병형홀","11163836","https://place.map.kakao.com/11163836","서울 용산구 용산동1가 8","서울 용산구 이태원로 29","문화,예술 > 문화시설 > 공연장,연극극장"
"place-016","대한민국역사박물관","서울 종로구 세종대로 198","37.5739","126.9783","대한민국역사박물관","대한민국역사박물관","15104327","https://place.map.kakao.com/15104327","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·종로구·세종대로·198·종로 일치 · 기존 좌표에서 40m · 카테고리 박물관 일치 · 기존 장소 ID 일치 · 2위와 35점 차이","대한민국역사박물관","15104327","https://place.map.kakao.com/15104327","서울 종로구 세종로 82-1","서울 종로구 세종대로 198","문화,예술 > 문화시설 > 박물관","대한민국역사박물관 주차장","26458507","https://place.map.kakao.com/26458507","서울 종로구 세종로 82-1","서울 종로구 세종대로 198","교통,수송 > 교통시설 > 주차장","대한민국역사박물관1층 개방화장실","26335721","https://place.map.kakao.com/26335721","서울 종로구 세종로 82-1","서울 종로구 세종대로 198","가정,생활 > 화장실"
"place-017","서울상상나라","서울 광진구 능동로 216","37.5495","127.0857","서울상상나라","서울상상나라","1612238355","https://place.map.kakao.com/1612238355","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·광진구·능동로·216·광진 일치 · 기존 좌표에서 732m · 기존 장소 ID 일치 · 2위와 29점 차이","서울상상나라","1612238355","https://place.map.kakao.com/1612238355","서울 광진구 능동 18","서울 광진구 능동로 216","문화,예술 > 문화시설 > 박물관","서울형키즈카페 시립 서울상상나라점","1077861142","https://place.map.kakao.com/1077861142","서울 광진구 능동 18","서울 광진구 능동로 216","가정,생활 > 유아 > 놀이시설 > 키즈카페 > 서울형키즈카페","행복플러스가게 서울상상나라점","21546818","https://place.map.kakao.com/21546818","서울 광진구 능동 18","서울 광진구 능동로 216","음식점 > 카페"
"place-018","서울시립과학관","서울 노원구 한글비석로 160","37.6425","127.0775","서울시립과학관","서울시립과학관","30041527","https://place.map.kakao.com/30041527","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·노원구·한글비석로·160·노원 일치 · 기존 좌표에서 74m · 카테고리 과학관 일치 · 기존 장소 ID 일치 · 2위와 35점 차이","서울시립과학관","30041527","https://place.map.kakao.com/30041527","서울 노원구 하계동 21","서울 노원구 한글비석로 160","문화,예술 > 문화시설 > 과학관","서울시립과학관 주차장","1813190063","https://place.map.kakao.com/1813190063","서울 노원구 하계동 21","서울 노원구 한글비석로 160","교통,수송 > 교통시설 > 주차장","서울시 노원구 서울시립과학관 전기차충전소","161459096","https://place.map.kakao.com/161459096","서울 노원구 하계동 21","서울 노원구 한글비석로 160","교통,수송 > 자동차 > 전기차 충전소"
"place-019","국립항공박물관","서울 강서구 하늘길 177","37.5569","126.8088","국립항공박물관","국립항공박물관","1873127229","https://place.map.kakao.com/1873127229","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·강서구·하늘길·177·강서 일치 · 기존 좌표에서 6m · 카테고리 박물관 일치 · 기존 장소 ID 일치 · 2위와 35점 차이","국립항공박물관","1873127229","https://place.map.kakao.com/1873127229","서울 강서구 공항동 1373-5","서울 강서구 하늘길 177","문화,예술 > 문화시설 > 박물관","국립항공박물관 전기차충전소","1567189690","https://place.map.kakao.com/1567189690","서울 강서구 공항동 1373-5","서울 강서구 하늘길 177","교통,수송 > 자동차 > 전기차 충전소","국립항공박물관 항공배움놀이터","2008449848","https://place.map.kakao.com/2008449848","서울 강서구 공항동 1373-5","서울 강서구 하늘길 177","교육,학문 > 교육단체 > 체험학습장"
"place-020","뮤지엄김치간","서울 종로구 인사동길 35-4","37.5742","126.9849","뮤지엄김치간","뮤지엄김치간","26601040","https://place.map.kakao.com/26601040","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·종로구·인사동길·354·종로 일치 · 기존 좌표에서 66m · 카테고리 박물관 일치 · 기존 장소 ID 일치 · 2위와 100점 차이","뮤지엄김치간","26601040","https://place.map.kakao.com/26601040","서울 종로구 관훈동 192-15","서울 종로구 인사동길 35-4","문화,예술 > 문화시설 > 박물관","","","","","","","","","","","",""
"place-021","서울로봇인공지능과학관","서울 도봉구 마들로13길 56","37.6556","127.0495","서울로봇인공지능과학관","서울로봇인공지능과학관","1258334839","https://place.map.kakao.com/1258334839","100","false","기존 수동 검증 ID 유지 · 이름 정확히 일치 · 지역 서울·도봉구·마들로13길·56·도봉 일치 · 기존 좌표에서 2m · 카테고리 과학관 일치 · 기존 장소 ID 일치","서울로봇인공지능과학관","1258334839","https://place.map.kakao.com/1258334839","서울 도봉구 창동 1-25","서울 도봉구 마들로13길 56","문화,예술 > 문화시설 > 과학관","","","","","","","","","","","",""
"place-022","서울새활용플라자","서울 성동구 자동차시장길 49","37.5586","127.0574","서울새활용플라자","서울새활용플라자","1727961587","https://place.map.kakao.com/1727961587","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·성동구·자동차시장길·49·성동 일치 · 기존 좌표에서 37m · 기존 장소 ID 일치 · 2위와 35점 차이","서울새활용플라자","1727961587","https://place.map.kakao.com/1727961587","서울 성동구 용답동 250-14","서울 성동구 자동차시장길 49","문화,예술 > 문화시설","서울새활용플라자 주차장","225743458","https://place.map.kakao.com/225743458","서울 성동구 용답동 250-14","서울 성동구 자동차시장길 49","교통,수송 > 교통시설 > 주차장","서울새활용플라자 전기차충전소","1381704141","https://place.map.kakao.com/1381704141","서울 성동구 용답동 250-14","서울 성동구 자동차시장길 49","교통,수송 > 자동차 > 전기차 충전소"
"place-023","서울에너지드림센터","서울 마포구 증산로 14","37.5631","126.8947","서울에너지드림센터","서울에너지드림센터","19190782","https://place.map.kakao.com/19190782","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·마포구·증산로·14·마포 일치 · 기존 좌표에서 290m · 카테고리 전시관 일치 · 기존 장소 ID 일치 · 2위와 69점 차이","서울에너지드림센터","19190782","https://place.map.kakao.com/19190782","서울 마포구 상암동 1535-3","서울 마포구 증산로 14","문화,예술 > 문화시설 > 전시관","서울특별시환경교육센터","297854574","https://place.map.kakao.com/297854574","서울 마포구 상암동 1535-3","서울 마포구 증산로 14","교육,학문 > 교육단체","서울시탄소중립체험관","937348553","https://place.map.kakao.com/937348553","서울 마포구 상암동 1535-3","서울 마포구 증산로 14","교육,학문 > 교육단체 > 체험학습장"
"place-024","서울하수도과학관","서울 성동구 자동차시장3길 64","37.5593","127.0626","서울하수도과학관","서울하수도과학관","324009424","https://place.map.kakao.com/324009424","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·성동구·자동차시장3길·64·성동 일치 · 기존 좌표에서 448m · 카테고리 과학관 일치 · 기존 장소 ID 일치 · 2위와 100점 차이","서울하수도과학관","324009424","https://place.map.kakao.com/324009424","서울 성동구 용답동 250-7","서울 성동구 자동차시장3길 64","문화,예술 > 문화시설 > 과학관","","","","","","","","","","","",""
"place-025","서울시립미술관 서소문본관","서울 중구 덕수궁길 61","37.5641","126.9738","서울시립미술관 서소문본관","서울시립미술관 서소문본관","10507051","https://place.map.kakao.com/10507051","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·중구·덕수궁길·61 일치 · 기존 좌표에서 8m · 카테고리 미술관 일치 · 기존 장소 ID 일치 · 2위와 35점 차이","서울시립미술관 서소문본관","10507051","https://place.map.kakao.com/10507051","서울 중구 서소문동 37","서울 중구 덕수궁길 61","문화,예술 > 문화시설 > 미술관","서울시립미술관 서소문본관 주차장","14535368","https://place.map.kakao.com/14535368","서울 중구 서소문동 37","서울 중구 덕수궁길 15","교통,수송 > 교통시설 > 주차장","","","","","",""
"place-026","서울시립 북서울미술관","서울 노원구 동일로 1238","37.6409","127.0668","서울시립 북서울미술관","서울시립 북서울미술관","21748070","https://place.map.kakao.com/21748070","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·노원구·동일로·1238·노원 일치 · 기존 좌표에서 26m · 카테고리 미술관 일치 · 기존 장소 ID 일치 · 2위와 35점 차이","서울시립 북서울미술관","21748070","https://place.map.kakao.com/21748070","서울 노원구 중계동 508","서울 노원구 동일로 1238","문화,예술 > 문화시설 > 미술관","서울시립북서울미술관 주차장","326482790","https://place.map.kakao.com/326482790","서울 노원구 중계동 508","","교통,수송 > 교통시설 > 주차장 > 공영주차장","북서울시립미술관 전기차충전소","1606182401","https://place.map.kakao.com/1606182401","서울 노원구 중계동 508","서울 노원구 동일로 1238","교통,수송 > 자동차 > 전기차 충전소"
"place-027","서대문형무소역사관","서울 서대문구 통일로 251","37.5746","126.9579","서대문형무소역사관","서대문형무소역사관","7936297","https://place.map.kakao.com/7936297","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·서대문구·통일로·251·서대문 일치 · 기존 좌표에서 202m · 카테고리 박물관 일치 · 기존 장소 ID 일치 · 2위와 24점 차이","서대문형무소역사관","7936297","https://place.map.kakao.com/7936297","서울 서대문구 현저동 101","서울 서대문구 통일로 251","문화,예술 > 문화시설 > 박물관","서대문형무소역사관 격벽장","155905691","https://place.map.kakao.com/155905691","서울 서대문구 현저동 101","서울 서대문구 통일로 251","여행 > 관광,명소 > 문화유적","서대문형무소역사관 중앙사","379500557","https://place.map.kakao.com/379500557","서울 서대문구 현저동 101","서울 서대문구 통일로 251","여행 > 관광,명소 > 문화유적"
"place-028","돈의문박물관마을","서울 종로구 송월길 2","37.5688","126.9685","돈의문박물관마을","돈의문박물관마을","329694495","https://place.map.kakao.com/329694495","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·종로구·송월길·종로 일치 · 기존 좌표에서 56m · 카테고리 박물관 일치 · 기존 장소 ID 일치 · 2위와 100점 차이","돈의문박물관마을","329694495","https://place.map.kakao.com/329694495","서울 종로구 신문로2가 170","서울 종로구 송월길 2","문화,예술 > 문화시설 > 박물관","","","","","","","","","","","",""
"place-029","남산공원","서울 중구 남산공원길 125-54","37.5509","126.9909","남산공원","남산공원","8246129","https://place.map.kakao.com/8246129","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·중구·남산공원길·12554 일치 · 기존 좌표에서 225m · 카테고리 공원 일치 · 기존 장소 ID 일치 · 2위와 16점 차이","남산공원","8246129","https://place.map.kakao.com/8246129","서울 중구 예장동 산 5-6","서울 중구 남산공원길 125-54","여행 > 공원 > 도시근린공원","남산공원","117988874","https://place.map.kakao.com/117988874","서울 중구 남창동 205-4","","여행 > 공원","남산공원 팔각안내센터","1337262760","https://place.map.kakao.com/1337262760","서울 용산구 용산동2가 산 1-3","서울 용산구 남산공원길 126","여행 > 관광,명소 > 관광안내소"
"place-030","북서울꿈의숲","서울 강북구 월계로 173","37.6203","127.0416","북서울꿈의숲","북서울꿈의숲","11321061","https://place.map.kakao.com/11321061","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·강북구·월계로·173·강북 일치 · 기존 좌표에서 367m · 카테고리 공원 일치 · 기존 장소 ID 일치 · 2위와 24점 차이","북서울꿈의숲","11321061","https://place.map.kakao.com/11321061","서울 강북구 번동 90","서울 강북구 월계로 173","여행 > 공원 > 도시근린공원","북서울꿈의숲 방문자센터","17558359","https://place.map.kakao.com/17558359","서울 강북구 번동 90","서울 강북구 월계로 173","여행 > 공원시설물","북서울꿈의숲 계절수목원","17559147","https://place.map.kakao.com/17559147","서울 강북구 번동 115-5","서울 강북구 월계로 173","여행 > 관광,명소 > 수목원,식물원"
"place-031","월드컵공원","서울 마포구 상암동 481-72","37.5683","126.8813","월드컵공원","월드컵공원","27217950","https://place.map.kakao.com/27217950","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·마포구·상암동·48172·마포 일치 · 기존 좌표에서 801m · 카테고리 공원 일치 · 기존 장소 ID 일치 · 2위와 19점 차이","월드컵공원","27217950","https://place.map.kakao.com/27217950","서울 마포구 상암동 481-72","","여행 > 공원","월드컵공원","11346534","https://place.map.kakao.com/11346534","서울 마포구 성산동 390-1","서울 마포구 월드컵로 243-60","여행 > 공원","월드컵공원 장미원","1969052475","https://place.map.kakao.com/1969052475","서울 마포구 상암동 1535","","여행 > 공원"
"place-032","문화비축기지","서울 마포구 증산로 87","37.5703","126.895","문화비축기지","문화비축기지","27459153","https://place.map.kakao.com/27459153","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·마포구·증산로·87·마포 일치 · 기존 좌표에서 109m · 기존 장소 ID 일치 · 2위와 24점 차이","문화비축기지","27459153","https://place.map.kakao.com/27459153","서울 마포구 성산동 661","서울 마포구 증산로 87","여행 > 공원","문화비축기지 공연장","1138497290","https://place.map.kakao.com/1138497290","서울 마포구 성산동 670","서울 마포구 증산로 87","문화,예술 > 문화시설 > 공연장,연극극장","서울테마산책길 문화비축기지 산책로","946539824","https://place.map.kakao.com/946539824","서울 마포구 성산동 661","","여행 > 관광,명소 > 도보여행"
"place-033","올림픽공원","서울 송파구 올림픽로 424","37.5207","127.1215","올림픽공원","올림픽공원","8023565","https://place.map.kakao.com/8023565","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·송파구·올림픽로·424·송파 일치 · 기존 좌표에서 63m · 카테고리 공원 일치 · 기존 장소 ID 일치 · 2위와 29점 차이","올림픽공원","8023565","https://place.map.kakao.com/8023565","서울 송파구 방이동 88-3","서울 송파구 올림픽로 424","여행 > 공원","올림픽공원 올림픽회관","18049512","https://place.map.kakao.com/18049512","서울 송파구 방이동 88","서울 송파구 올림픽로 424","여행 > 공원시설물","올림픽공원 몽촌토성","8313691","https://place.map.kakao.com/8313691","서울 송파구 방이동 88","서울 송파구 올림픽로 424","여행 > 관광,명소 > 문화유적 > 산성,성곽"
"place-034","석촌호수","서울 송파구 잠실동 47","37.5087","127.1009","석촌호수 서호","석촌호수 서호","7947003","https://place.map.kakao.com/7947003","100","false","기존 수동 검증 ID 유지 · 이름 정확히 일치 · 지역 서울·송파구·잠실동·47·송파 일치 · 기존 좌표에서 194m · 기존 장소 ID 일치","석촌호수 서호","7947003","https://place.map.kakao.com/7947003","서울 송파구 잠실동 47","","여행 > 관광,명소 > 호수","컴포즈커피 석촌호수서호입구점","1044610636","https://place.map.kakao.com/1044610636","서울 송파구 삼전동 130-6","서울 송파구 삼학사로19길 2","음식점 > 카페 > 커피전문점 > 컴포즈커피","서호1공영주차장","988471834","https://place.map.kakao.com/988471834","서울 송파구 잠실동 47","","교통,수송 > 교통시설 > 주차장 > 공영주차장"
"place-035","보라매공원","서울 동작구 신대방동 722","37.4927","126.9199","보라매공원","보라매공원","11338178","https://place.map.kakao.com/11338178","100","false","자동 매칭 승인 · 이름 정확히 일치 · 지역 서울·동작구·신대방동·722·동작 일치 · 기존 좌표에서 84m · 카테고리 공원 일치 · 기존 장소 ID 일치 · 2위와 21점 차이","보라매공원","11338178","https://place.map.kakao.com/11338178","서울 동작구 신대방동 722","","여행 > 공원 > 도시근린공원","보라매공원 중앙잔디광장","17556321","https://place.map.kakao.com/17556321","서울 동작구 신대방동 395","서울 동작구 보라매로5길 28","여행 > 공원시설물","보라매공원 관리사무소","7892033","https://place.map.kakao.com/7892033","서울 동작구 신대방동 722","서울 동작구 여의대방로20길 33","서비스,산업 > 관리,운영 > 공원관리운영"
